title,author,published_year,language,subjects,cover,content
ṿe-eleh shemot ha-giborim: gibore ha-milḥemet ha-ʻatsmaʼut she-humletsu le-ʼotot hitsṭaynut = these are the names of the heroes : heroes of the war of independence recommended for medals of excellence,offer drori,2021,hebrew,"armed forces, soldiers, awards, israel. tseva haganah le-yiśraʼel, israel",https://openlibrary.org/images/icons/avatar_book-sm.png,title: ṿe-eleh shemot ha-giborim: gibore ha-milḥemet ha-ʻatsmaʼut she-humletsu le-ʼotot hitsṭaynut = these are the names of the heroes : heroes of the war of independence recommended for medals of excellence. title: ṿe-eleh shemot ha-giborim: gibore ha-milḥemet ha-ʻatsmaʼut she-humletsu le-ʼotot hitsṭaynut = these are the names of the heroes : heroes of the war of independence recommended for medals of excellence. author: offer drori. author: offer drori. subjects: armed forces  soldiers  awards  israel. tseva haganah le-yiśraʼel  israel
2. međunarodni trijenale grafike livno: 2nd international triennial of graphic arts in livno : 26.6.-1.11.2020,željka markov,2020,multiple languages,"graphic arts, exhibitions, awards, art, modern art, bosnia and herzegovina, livno",https://openlibrary.org/images/icons/avatar_book-sm.png,title: 2. međunarodni trijenale grafike livno: 2nd international triennial of graphic arts in livno : 26.6.-1.11.2020. title: 2. međunarodni trijenale grafike livno: 2nd international triennial of graphic arts in livno : 26.6.-1.11.2020. author: željka markov. author: željka markov. subjects: graphic arts  exhibitions  awards  art  modern art  bosnia and herzegovina  livno
amartya sen: friedenspreis des deutschen buchhandels 2020 : ansprachen aus anlass der verleihung = peace prize of the german book trade : conferment speeches,amartya sen,2020,"german, english","awards, peace, award presentations, amartya sen (1933-), germany",https://openlibrary.org/images/icons/avatar_book-sm.png,title: amartya sen: friedenspreis des deutschen buchhandels 2020 : ansprachen aus anlass der verleihung = peace prize of the german book trade : conferment speeches. title: amartya sen: friedenspreis des deutschen buchhandels 2020 : ansprachen aus anlass der verleihung = peace prize of the german book trade : conferment speeches. author: amartya sen. author: amartya sen. subjects: awards  peace  award presentations  amartya sen (1933-)  germany
american illustration: 39,milan bozic,2020,english,"illustrators, competitions, magazine illustration, design, graphic arts, awards, american drawing, united states, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,title: american illustration: 39. title: american illustration: 39. author: milan bozic. author: milan bozic. subjects: illustrators  competitions  magazine illustration  design  graphic arts  awards  american drawing  united states  21st century
architecture in dialogue: aga khan award for architecture 2019,"andres lepik, farrokh derakhshani, aga khan award for architecture, david adjaye, mohammad al-asad",2020,english,"modern architecture, awards, islamic architecture, aga khan award for architecture (organization)",https://openlibrary.org/images/icons/avatar_book-sm.png,title: architecture in dialogue: aga khan award for architecture 2019. title: architecture in dialogue: aga khan award for architecture 2019. author: andres lepik  farrokh derakhshani  aga khan award for architecture  david adjaye  mohammad al-asad. author: andres lepik  farrokh derakhshani  aga khan award for architecture  david adjaye  mohammad al-asad. subjects: modern architecture  awards  islamic architecture  aga khan award for architecture (organization)
arteam cup: contemporary art prize : 2020 · 6a edizione,"matteo galbiati, livia savorelli, nadia stefanel",2020,italian,"italian art, exhibitions, art, awards, italy, forlì, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,title: arteam cup: contemporary art prize : 2020 · 6a edizione. title: arteam cup: contemporary art prize : 2020 · 6a edizione. author: matteo galbiati  livia savorelli  nadia stefanel. author: matteo galbiati  livia savorelli  nadia stefanel. subjects: italian art  exhibitions  art  awards  italy  forlì  21st century
baloise art,"david campany, martin schwander, manuela ammer, julika bosch",2020,english,"art, awards, modern art, art collections, art museums, baloise group",https://openlibrary.org/images/icons/avatar_book-sm.png,title: baloise art. title: baloise art. author: david campany  martin schwander  manuela ammer  julika bosch. author: david campany  martin schwander  manuela ammer  julika bosch. subjects: art  awards  modern art  art collections  art museums  baloise group
bauernkriegspanorama,kathrin röggla,2020,german,"criticism and interpretation, social problems, history, social media, radicalism, german literature, history and criticism, awards, röggla kathrin, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,title: bauernkriegspanorama. title: bauernkriegspanorama. author: kathrin röggla. author: kathrin röggla. subjects: criticism and interpretation  social problems  history  social media  radicalism  german literature  history and criticism  awards  röggla kathrin  21st century
betye saar: wolfgang-hahn-preis 2020 : 2020 wolfgang hahn prize,carla cugini,2020,german,"awards, found objects (art), artists, artistes, betye saar, united states, états-unis",https://openlibrary.org/images/icons/avatar_book-sm.png,title: betye saar: wolfgang-hahn-preis 2020 : 2020 wolfgang hahn prize. title: betye saar: wolfgang-hahn-preis 2020 : 2020 wolfgang hahn prize. author: carla cugini. author: carla cugini. subjects: awards  found objects (art)  artists  artistes  betye saar  united states  états-unis
boku wa i san kara bungaku o mananda: yi sang munhaksang taesang chakka ŭi chajŏnjŏk esei = the autobiographical essays of the yisang literary award grand prix winners,"i-hyŏng yun, ayako furukawa",2020,japanese,"korean essays, translations into japanese, yi sang munhaksang, history, korean fiction, awards, 20th century, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,title: boku wa i san kara bungaku o mananda: yi sang munhaksang taesang chakka ŭi chajŏnjŏk esei = the autobiographical essays of the yisang literary award grand prix winners. title: boku wa i san kara bungaku o mananda: yi sang munhaksang taesang chakka ŭi chajŏnjŏk esei = the autobiographical essays of the yisang literary award grand prix winners. author: i-hyŏng yun  ayako furukawa. author: i-hyŏng yun  ayako furukawa. subjects: korean essays  translations into japanese  yi sang munhaksang  history  korean fiction  awards  20th century  21st century
brick 20: outstanding international brick architecture,"wienerberger ag, wienerberger ag wienerberger ag",2020,english,"brick building, awards, pictorial works, modern architecture, wienerberger brick award",https://openlibrary.org/images/icons/avatar_book-sm.png,title: brick 20: outstanding international brick architecture. title: brick 20: outstanding international brick architecture. author: wienerberger ag  wienerberger ag wienerberger ag. author: wienerberger ag  wienerberger ag wienerberger ag. subjects: brick building  awards  pictorial works  modern architecture  wienerberger brick award
canada's storytellers | les grands écrivains du canada: the gg literary award laureates | les lauréats des prix littéraires du gg,"a. d. irvine, edmond rivère, stephanie tolman",2020,"english, french","canadian authors, biography, canadian literature, awards, authors, canadian (french), governor general's literary awards, english literature",https://openlibrary.org/images/icons/avatar_book-sm.png,title: canada's storytellers | les grands écrivains du canada: the gg literary award laureates | les lauréats des prix littéraires du gg. title: canada's storytellers | les grands écrivains du canada: the gg literary award laureates | les lauréats des prix littéraires du gg. author: a. d. irvine  edmond rivère  stephanie tolman. author: a. d. irvine  edmond rivère  stephanie tolman. subjects: canadian authors  biography  canadian literature  awards  authors  canadian (french)  governor general's literary awards  english literature
cecile b. evans: 1770-25k,cecile b. evans,2020,english,"exhibitions, video art, art, awards",https://openlibrary.org/images/icons/avatar_book-sm.png,title: cecile b. evans: 1770-25k. title: cecile b. evans: 1770-25k. author: cecile b. evans. author: cecile b. evans. subjects: exhibitions  video art  art  awards
"chŏlmŭn kŏnch'ukka sangsang hago t'amgu hago chojŏng hada: young architect imagining, studying and coordinating",chi-hyŏn pak,2020,korean,"architecture, korean architecture, modern architecture, awards, korea (south), 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,title: chŏlmŭn kŏnch'ukka sangsang hago t'amgu hago chojŏng hada: young architect imagining  studying and coordinating. title: chŏlmŭn kŏnch'ukka sangsang hago t'amgu hago chojŏng hada: young architect imagining  studying and coordinating. author: chi-hyŏn pak. author: chi-hyŏn pak. subjects: architecture  korean architecture  modern architecture  awards  korea (south)  21st century
cyberarts 2020 : prix ars electronica: starts prize '20,"christine leopoldseder, hannes leopoldseder, christine schopf, gerfried stocker",2020,english,"computer animation, awards, technology and the arts, computer art, prix ars electronica",https://covers.openlibrary.org/b/id/13564363-M.jpg,title: cyberarts 2020 : prix ars electronica: starts prize '20. title: cyberarts 2020 : prix ars electronica: starts prize '20. author: christine leopoldseder  hannes leopoldseder  christine schopf  gerfried stocker. author: christine leopoldseder  hannes leopoldseder  christine schopf  gerfried stocker. subjects: computer animation  awards  technology and the arts  computer art  prix ars electronica
de best verzorgde boeken 2019 = the best dutch book designs 2019,amsterdam (netherlands). stedelijk museu...,2020,"english, dutch","book design, awards, catalogs, netherlands",https://openlibrary.org/images/icons/avatar_book-sm.png,title: de best verzorgde boeken 2019 = the best dutch book designs 2019. title: de best verzorgde boeken 2019 = the best dutch book designs 2019. author: amsterdam (netherlands). stedelijk museu.... author: amsterdam (netherlands). stedelijk museu.... subjects: book design  awards  catalogs  netherlands
"europan15 austria: productive cities : resources, mobility, equity",iris kaltenegger,2020,english,"city planning, competitions, architecture, designs and plans, history, sustainable urban development, young architects, awards, austria, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,title: europan15 austria: productive cities : resources  mobility  equity. title: europan15 austria: productive cities : resources  mobility  equity. author: iris kaltenegger. author: iris kaltenegger. subjects: city planning  competitions  architecture  designs and plans  history  sustainable urban development  young architects  awards  austria  21st century
