title,author,published_year,language,subjects,cover,content
cyberarts 2020 : prix ars electronica: starts prize '20,"christine leopoldseder, hannes leopoldseder, christine schopf, gerfried stocker",2020,english,"computer animation, awards, technology and the arts, computer art, prix ars electronica",https://covers.openlibrary.org/b/id/13564363-M.jpg,cyberarts 2020 : prix ars electronica: starts prize '20 [SEP] christine leopoldseder  hannes leopoldseder  christine schopf  gerfried stocker [SEP] computer animation  awards  technology and the arts  computer art  prix ars electronica
de best verzorgde boeken 2019 = the best dutch book designs 2019,amsterdam (netherlands). stedelijk museu...,2020,"english, dutch","book design, awards, catalogs, netherlands",https://openlibrary.org/images/icons/avatar_book-sm.png,de best verzorgde boeken 2019 = the best dutch book designs 2019 [SEP] amsterdam (netherlands). stedelijk museu... [SEP] book design  awards  catalogs  netherlands
"europan15 austria: productive cities : resources, mobility, equity",iris kaltenegger,2020,english,"city planning, competitions, architecture, designs and plans, history, sustainable urban development, young architects, awards, austria, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,europan15 austria: productive cities : resources  mobility  equity [SEP] iris kaltenegger [SEP] city planning  competitions  architecture  designs and plans  history  sustainable urban development  young architects  awards  austria  21st century
gup new 2020,jorre both,2020,english,"artistic photography, awards, photography, netherlands",https://openlibrary.org/images/icons/avatar_book-sm.png,gup new 2020 [SEP] jorre both [SEP] artistic photography  awards  photography  netherlands
hasselblad award: celebrating photography,"jenny blixt, duncan forbes",2020,english,"artistic photography, awards, erna and victor hasselblad foundation",https://openlibrary.org/images/icons/avatar_book-sm.png,hasselblad award: celebrating photography [SEP] jenny blixt  duncan forbes [SEP] artistic photography  awards  erna and victor hasselblad foundation
hugo boss asia art: award for emerging asian artists 2015,sternberg press,2020,"english, chinese","asian art, exhibitions, awards",https://openlibrary.org/images/icons/avatar_book-sm.png,hugo boss asia art: award for emerging asian artists 2015 [SEP] sternberg press [SEP] asian art  exhibitions  awards
"inventing ideas: patents and innovation prizes, and the knowledge economy",b. zorina khan,2020,english,"creative ability, patents, technological innovations, right of property, psychology, awards, creativity, créativité, innovations, prix et récompenses, droit de propriété, property rights",https://covers.openlibrary.org/b/id/14573503-M.jpg,inventing ideas: patents and innovation prizes  and the knowledge economy [SEP] b. zorina khan [SEP] creative ability  patents  technological innovations  right of property  psychology  awards  creativity  créativité  innovations  prix et récompenses  droit de propriété  property rights
juli zeh: heinrich-böll-preis der stadt köln 2019,"gabriele lieselotte ewenz, stadtbibliothek köln",2020,german,"german literature, history and criticism, german authors, biography, award winners, literary prizes, history, awards, appreciation, criticism and interpretation, juli zeh (1974-), germany, cologne, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,juli zeh: heinrich-böll-preis der stadt köln 2019 [SEP] gabriele lieselotte ewenz  stadtbibliothek köln [SEP] german literature  history and criticism  german authors  biography  award winners  literary prizes  history  awards  appreciation  criticism and interpretation  juli zeh (1974-)  germany  cologne  21st century
"julien gracq, prix goncourt 1951: histoire d'un refus : essai",roger aïm,2020,french,"awards, prix goncourt, history, julien gracq (1910-2007), 20th century",https://openlibrary.org/images/icons/avatar_book-sm.png,julien gracq  prix goncourt 1951: histoire d'un refus : essai [SEP] roger aïm [SEP] awards  prix goncourt  history  julien gracq (1910-2007)  20th century
kunstpreis böttcherstrasse: prize bremen 2020,mara-lisa kinne,2020,"german, english","art, exhibitions, awards, modern art, beeldende kunst, kunstprijzen (beloning), kunstpreis der böttcherstrasse in bremen, germany, bremen, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,kunstpreis böttcherstrasse: prize bremen 2020 [SEP] mara-lisa kinne [SEP] art  exhibitions  awards  modern art  beeldende kunst  kunstprijzen (beloning)  kunstpreis der böttcherstrasse in bremen  germany  bremen  21st century
le prix de la critique d'art aica france 2019,florian gaité,2020,french,"art criticism, history, art, awards, modern art, international association of art critics, france, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,le prix de la critique d'art aica france 2019 [SEP] florian gaité [SEP] art criticism  history  art  awards  modern art  international association of art critics  france  21st century
malta architecture and spatial planning awards: 2019,conrad thake,2020,english,"architecture, history, interior architecture, malta architecture and spatial planning awards, awards, malta, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,malta architecture and spatial planning awards: 2019 [SEP] conrad thake [SEP] architecture  history  interior architecture  malta architecture and spatial planning awards  awards  malta  21st century
malte zander: languor : preis der kunsthalle wien 2019,"malte zander, lucas gehrmann",2020,german,"exhibitions, video art, artistic photography, awards, kunsthalle wien, malte zander (1991)",https://openlibrary.org/images/icons/avatar_book-sm.png,malte zander: languor : preis der kunsthalle wien 2019 [SEP] malte zander  lucas gehrmann [SEP] exhibitions  video art  artistic photography  awards  kunsthalle wien  malte zander (1991)
marc bauer: the blow-up regime,marc bauer,2020,"german, english","exhibitions, german art, awards, marc bauer (1975-), germany, berlin",https://openlibrary.org/images/icons/avatar_book-sm.png,marc bauer: the blow-up regime [SEP] marc bauer [SEP] exhibitions  german art  awards  marc bauer (1975-)  germany  berlin
marina faust,"marina faust, thorsten sadowsky, christiane kuhlmann, andrea lehner-hagwood",2020,german,"photography, otto breicha prize for photo art, exhibitions, artistic photography, awards, video art, marina faust (1950-)",https://openlibrary.org/images/icons/avatar_book-sm.png,marina faust [SEP] marina faust  thorsten sadowsky  christiane kuhlmann  andrea lehner-hagwood [SEP] photography  otto breicha prize for photo art  exhibitions  artistic photography  awards  video art  marina faust (1950-)
"newbery and caldecott awards: a guide to the medal and honor books, 2020 edition",association for library service to child...,2020,english,"bibliography, newbery medal, best books, periodicals, children's literature, american, awards, caldecott medal, illustrated children's books, literary prizes, library science, united states",https://openlibrary.org/images/icons/avatar_book-sm.png,newbery and caldecott awards: a guide to the medal and honor books  2020 edition [SEP] association for library service to child... [SEP] bibliography  newbery medal  best books  periodicals  children's literature  american  awards  caldecott medal  illustrated children's books  literary prizes  library science  united states
nina vobruba: nest bau : preis der kunsthalle wien 2019,"nina vobruba, lucas gehrmann",2020,german,"exhibitions, installations (art), artistic photography, awards, kunsthalle wien, nina vobruba (1985)",https://openlibrary.org/images/icons/avatar_book-sm.png,nina vobruba: nest bau : preis der kunsthalle wien 2019 [SEP] nina vobruba  lucas gehrmann [SEP] exhibitions  installations (art)  artistic photography  awards  kunsthalle wien  nina vobruba (1985)
norbert scheuer trifft wilhelm raabe: der wilhelm raabe-literaturpreis 2019,hubert winkels,2020,german,"criticism and interpretation, german literature, history and criticism, wilhelm raabe-literaturpreis, literary prizes, awards, appreciation, norbert scheuer (1951-), 20th century, 21st centruy",https://openlibrary.org/images/icons/avatar_book-sm.png,norbert scheuer trifft wilhelm raabe: der wilhelm raabe-literaturpreis 2019 [SEP] hubert winkels [SEP] criticism and interpretation  german literature  history and criticism  wilhelm raabe-literaturpreis  literary prizes  awards  appreciation  norbert scheuer (1951-)  20th century  21st centruy
palabras para idea vilariño y mario benedetti,concurso literario sintep (1st 2020 urug...,2020,spanish,"uruguayan literature, awards, literary prizes, littérature uruguayenne, prix et récompenses, prix littéraires, uruguay, 21st century, 21e siècle",https://openlibrary.org/images/icons/avatar_book-sm.png,palabras para idea vilariño y mario benedetti [SEP] concurso literario sintep (1st 2020 urug... [SEP] uruguayan literature  awards  literary prizes  littérature uruguayenne  prix et récompenses  prix littéraires  uruguay  21st century  21e siècle
premii︠a︡ imeni aleksei︠a︡ komecha: za obshchestvenno znachimui︠u︡ grazhdanskui︠u︡ pozit︠s︡ii︠u︡ v dele zashchity i sokhranenii︠a︡ kulʹturnogo nasledii︠a︡ rossii,s. s. uskova,2020,russian,"architecture, conservation and restoration, awards, congresses, russia (federation)",https://openlibrary.org/images/icons/avatar_book-sm.png,premii︠a︡ imeni aleksei︠a︡ komecha: za obshchestvenno znachimui︠u︡ grazhdanskui︠u︡ pozit︠s︡ii︠u︡ v dele zashchity i sokhranenii︠a︡ kulʹturnogo nasledii︠a︡ rossii [SEP] s. s. uskova [SEP] architecture  conservation and restoration  awards  congresses  russia (federation)
"premio ""alonso cano"" de la universidad de granada a la creación artistíca para estudiantes universitarios",antonio collados alcaide,2020,spanish,"spanish art, exhibitions, students, art, awards, universidad de granada, spain, granada, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,"premio ""alonso cano"" de la universidad de granada a la creación artistíca para estudiantes universitarios [SEP] antonio collados alcaide [SEP] spanish art  exhibitions  students  art  awards  universidad de granada  spain  granada  21st century"
prémio award estação imagem 2020 coimbra,galeria de arte convento espírito santo,2020,portuguese,"artistic photography, exhibitions, photojournalism, photography, awards, portugal, coimbra",https://openlibrary.org/images/icons/avatar_book-sm.png,prémio award estação imagem 2020 coimbra [SEP] galeria de arte convento espírito santo [SEP] artistic photography  exhibitions  photojournalism  photography  awards  portugal  coimbra
rietveldprijs 2020: het beste van architectuur en stedenbouw in utrecht,"arjan den boer, mark hendriks",2020,dutch,"architecture, modern architecture, awards, dutch architecture, city planning, netherlands, utrecht, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,rietveldprijs 2020: het beste van architectuur en stedenbouw in utrecht [SEP] arjan den boer  mark hendriks [SEP] architecture  modern architecture  awards  dutch architecture  city planning  netherlands  utrecht  21st century
